rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,match_name,set_num,tournament,year,winner,loser,stroke_type_english,clip_name
14,12.0,00:27:29,49473.0,5,9,A,2,長球,1.0,,1.0,4.0,447.0,637.0,1.0,9.0,692.0,313.0,,,,,4.0,453.0,620.0,8.0,662.0,340.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally14_ball12_Clear.mp4
14,13.0,00:27:30,49509.0,5,9,B,3,長球,1.0,,1.0,9.0,692.0,313.0,2.0,3.0,869.0,655.0,落點判斷失誤,對手落點判斷失誤,B,,8.0,670.0,327.0,8.0,617.0,565.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally14_ball13_Clear.mp4
15,3.0,00:28:14,50829.0,6,9,B,3,長球,,,2.0,,,,2.0,14.0,934.0,631.0,出界,對手出界,A,,9.0,531.0,325.0,8.0,592.0,533.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally15_ball3_Clear.mp4
18,5.0,00:29:07,52435.0,8,10,A,2,殺球,1.0,,1.0,4.0,460.0,623.0,2.0,5.0,475.0,352.0,,,,,4.0,434.0,639.0,8.0,622.0,338.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally18_ball5_Smash.mp4
18,9.0,00:29:11,52557.0,8,10,A,2,長球,,,1.0,9.0,790.0,650.0,1.0,9.0,738.0,314.0,,,,,9.0,700.0,634.0,8.0,665.0,361.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally18_ball9_Clear.mp4
18,10.0,00:29:13,52591.0,8,10,B,3,殺球,1.0,,1.0,9.0,738.0,314.0,2.0,5.0,826.0,581.0,對手落地致勝,落地致勝,B,,9.0,732.0,317.0,8.0,648.0,589.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally18_ball10_Smash.mp4
19,3.0,00:29:39,53376.0,8,11,B,2,長球,1.0,,1.0,4.0,792.0,314.0,1.0,9.0,505.0,616.0,,,,,8.0,680.0,340.0,8.0,674.0,543.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally19_ball3_Clear.mp4
19,4.0,00:29:40,53419.0,8,11,A,3,殺球,1.0,,1.0,9.0,505.0,616.0,2.0,15.0,404.0,328.0,出界,對手出界,B,,8.0,521.0,612.0,8.0,619.0,367.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally19_ball4_Smash.mp4
20,3.0,00:30:56,55686.0,8,12,B,2,長球,,,1.0,9.0,529.0,310.0,1.0,6.0,399.0,613.0,,,,,9.0,577.0,325.0,8.0,580.0,538.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally20_ball3_Clear.mp4
20,4.0,00:30:57,55719.0,8,12,A,2,長球,,1.0,1.0,6.0,399.0,613.0,1.0,9.0,545.0,323.0,,,,,6.0,467.0,602.0,8.0,613.0,334.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally20_ball4_Clear.mp4
20,5.0,00:30:58,55745.0,8,12,B,3,殺球,,,1.0,9.0,545.0,323.0,2.0,5.0,820.0,571.0,對手落地致勝,落地致勝,B,,9.0,566.0,321.0,8.0,589.0,578.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally20_ball5_Smash.mp4
21,15.0,00:31:24,56541.0,9,12,B,2,殺球,1.0,,1.0,6.0,786.0,327.0,2.0,5.0,843.0,562.0,,,,,8.0,716.0,330.0,8.0,636.0,553.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally21_ball15_Smash.mp4
21,19.0,00:31:26,56606.0,9,12,B,2,殺球,,,1.0,8.0,534.0,349.0,2.0,6.0,426.0,566.0,,,,,8.0,617.0,353.0,8.0,588.0,544.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally21_ball19_Smash.mp4
21,25.0,00:31:32,56763.0,9,12,B,2,長球,1.0,,1.0,9.0,742.0,316.0,1.0,3.0,836.0,633.0,,,,,8.0,716.0,329.0,8.0,636.0,520.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally21_ball25_Clear.mp4
21,36.0,00:31:43,57105.0,9,12,A,2,長球,,,1.0,3.0,856.0,628.0,1.0,4.0,791.0,325.0,,,,,8.0,785.0,614.0,8.0,669.0,344.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally21_ball36_Clear.mp4
21,37.0,00:31:44,57138.0,9,12,B,2,長球,1.0,,1.0,4.0,791.0,325.0,1.0,6.0,469.0,613.0,,,,,4.0,765.0,326.0,8.0,679.0,569.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally21_ball37_Clear.mp4
21,38.0,00:31:45,57169.0,9,12,A,2,長球,1.0,,1.0,6.0,469.0,613.0,1.0,3.0,508.0,323.0,,,,,8.0,508.0,608.0,8.0,682.0,349.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally21_ball38_Clear.mp4
21,39.0,00:31:46,57208.0,9,12,B,2,長球,,,1.0,3.0,508.0,323.0,2.0,4.0,399.0,633.0,,,,,9.0,527.0,311.0,8.0,590.0,567.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally21_ball39_Clear.mp4
23,4.0,00:32:39,58784.0,9,14,A,2,長球,1.0,,1.0,9.0,526.0,636.0,1.0,9.0,725.0,318.0,,,,,9.0,562.0,622.0,8.0,648.0,360.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally23_ball4_Clear.mp4
23,5.0,00:32:40,58826.0,9,14,B,2,長球,1.0,,1.0,9.0,725.0,318.0,1.0,9.0,492.0,650.0,,,,,9.0,725.0,319.0,8.0,642.0,556.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally23_ball5_Clear.mp4
23,10.0,00:32:46,58998.0,9,14,A,2,殺球,1.0,,1.0,9.0,480.0,645.0,2.0,8.0,748.0,352.0,,,,,4.0,455.0,642.0,8.0,633.0,361.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally23_ball10_Smash.mp4
23,16.0,00:32:51,59148.0,9,14,A,2,長球,,,1.0,3.0,853.0,638.0,1.0,6.0,752.0,327.0,,,,,8.0,769.0,600.0,8.0,699.0,366.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally23_ball16_Clear.mp4
23,18.0,00:32:53,59213.0,9,14,A,2,長球,,,2.0,5.0,824.0,553.0,1.0,4.0,750.0,316.0,,,,,8.0,693.0,565.0,8.0,724.0,333.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally23_ball18_Clear.mp4
23,19.0,00:32:55,59277.0,9,14,B,2,長球,1.0,,1.0,4.0,750.0,316.0,1.0,5.0,821.0,577.0,,,,,8.0,726.0,336.0,8.0,749.0,601.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally23_ball19_Clear.mp4
23,22.0,00:32:57,59335.0,9,14,A,3,長球,,1.0,1.0,4.0,409.0,623.0,2.0,14.0,421.0,316.0,出界,對手出界,B,,8.0,486.0,610.0,8.0,607.0,351.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally23_ball22_Clear.mp4
24,3.0,00:33:19,59992.0,9,15,B,2,長球,1.0,,1.0,6.0,789.0,332.0,1.0,4.0,416.0,617.0,,,,,8.0,664.0,352.0,8.0,704.0,547.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally24_ball3_Clear.mp4
25,3.0,00:33:42,60674.0,10,15,B,2,長球,,1.0,1.0,8.0,717.0,352.0,2.0,6.0,462.0,581.0,,,,,8.0,626.0,370.0,7.0,628.0,497.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally25_ball3_Clear.mp4
25,22.0,00:34:01,61231.0,10,15,A,2,長球,,,1.0,3.0,807.0,617.0,1.0,4.0,790.0,325.0,,,,,9.0,751.0,628.0,8.0,622.0,374.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally25_ball22_Clear.mp4
25,23.0,00:34:02,61264.0,10,15,B,2,長球,1.0,,1.0,4.0,790.0,325.0,1.0,3.0,911.0,631.0,,,,,8.0,700.0,346.0,8.0,687.0,569.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally25_ball23_Clear.mp4
25,24.0,00:34:03,61310.0,10,15,A,2,長球,,,1.0,3.0,911.0,631.0,1.0,4.0,756.0,323.0,,,,,3.0,885.0,625.0,8.0,692.0,346.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally25_ball24_Clear.mp4
25,25.0,00:34:04,61347.0,10,15,B,2,長球,1.0,,1.0,4.0,756.0,323.0,1.0,8.0,496.0,605.0,,,,,8.0,706.0,332.0,8.0,696.0,598.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally25_ball25_Clear.mp4
32,7.0,00:37:09,66872.0,14,18,A,2,殺球,1.0,,1.0,6.0,441.0,612.0,2.0,8.0,652.0,346.0,,,,,6.0,477.0,599.0,8.0,610.0,349.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally32_ball7_Smash.mp4
33,4.0,00:37:30,67502.0,14,19,B,2,長球,,,1.0,3.0,521.0,323.0,1.0,8.0,501.0,600.0,,,,,8.0,572.0,345.0,8.0,602.0,530.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally33_ball4_Clear.mp4
33,5.0,00:37:31,67533.0,14,19,A,2,殺球,1.0,,1.0,8.0,501.0,600.0,2.0,6.0,808.0,356.0,,,,,6.0,473.0,605.0,8.0,640.0,347.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally33_ball5_Smash.mp4
33,8.0,00:37:33,67618.0,14,19,B,2,長球,,,1.0,3.0,473.0,317.0,1.0,4.0,448.0,639.0,,,,,8.0,566.0,328.0,8.0,602.0,550.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally33_ball8_Clear.mp4
33,9.0,00:37:35,67662.0,14,19,A,2,長球,1.0,,1.0,4.0,448.0,639.0,1.0,3.0,454.0,322.0,,,,,4.0,427.0,641.0,8.0,640.0,357.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally33_ball9_Clear.mp4
33,13.0,00:37:38,67751.0,14,19,A,2,長球,1.0,,1.0,9.0,484.0,621.0,1.0,3.0,485.0,324.0,,,,,4.0,473.0,615.0,8.0,668.0,358.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally33_ball13_Clear.mp4
33,14.0,00:37:39,67780.0,14,19,B,2,長球,,,1.0,3.0,485.0,324.0,1.0,9.0,509.0,640.0,,,,,8.0,551.0,340.0,8.0,542.0,572.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally33_ball14_Clear.mp4
33,15.0,00:37:41,67830.0,14,19,A,2,長球,1.0,,1.0,9.0,509.0,640.0,1.0,3.0,472.0,323.0,,,,,9.0,474.0,645.0,8.0,633.0,365.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally33_ball15_Clear.mp4
34,5.0,00:38:17,68936.0,15,19,B,2,長球,,1.0,1.0,4.0,764.0,316.0,1.0,9.0,738.0,643.0,,,,,8.0,699.0,339.0,8.0,670.0,531.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set2_rally34_ball5_Clear.mp4
34,6.0,00:38:19,68978.0,15,19,A,2,殺球,,,1.0,9.0,738.0,643.0,2.0,6.0,793.0,352.0,,,,,9.0,719.0,646.0,8.0,657.0,349.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally34_ball6_Smash.mp4
34,9.0,00:38:21,69053.0,15,19,B,3,殺球,1.0,,1.0,4.0,777.0,321.0,2.0,1.0,817.0,448.0,掛網,對手掛網,A,,4.0,751.0,323.0,8.0,682.0,547.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set2_rally34_ball9_Smash.mp4
1,3.0,00:41:10,74125.0,0,1,B,2,長球,,,1.0,8.0,785.0,579.0,1.0,9.0,734.0,323.0,,,,,8.0,646.0,558.0,8.0,602.0,369.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally1_ball3_Clear.mp4
1,4.0,00:41:11,74157.0,0,1,A,3,殺球,1.0,,1.0,9.0,734.0,323.0,2.0,14.0,1005.0,631.0,出界,對手出界,B,,6.0,757.0,333.0,8.0,668.0,556.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set3_rally1_ball4_Smash.mp4
2,3.0,00:41:26,74586.0,0,2,B,2,長球,,,1.0,5.0,864.0,606.0,1.0,9.0,738.0,323.0,,,,,8.0,717.0,604.0,8.0,682.0,346.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally2_ball3_Clear.mp4
2,8.0,00:41:31,74746.0,0,2,A,3,長球,,,1.0,9.0,543.0,316.0,2.0,13.0,421.0,662.0,出界,對手出界,B,,9.0,575.0,321.0,7.0,599.0,507.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally2_ball8_Clear.mp4
3,3.0,00:41:45,75174.0,1,2,B,2,長球,,1.0,1.0,6.0,443.0,586.0,1.0,4.0,772.0,314.0,,,,,8.0,539.0,596.0,8.0,616.0,359.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally3_ball3_Clear.mp4
3,8.0,00:41:51,75338.0,1,2,A,2,殺球,1.0,,1.0,9.0,719.0,319.0,2.0,5.0,840.0,549.0,,,,,9.0,731.0,319.0,8.0,635.0,538.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set3_rally3_ball8_Smash.mp4
3,11.0,00:41:53,75417.0,1,2,B,3,長球,1.0,,1.0,6.0,459.0,613.0,2.0,13.0,450.0,302.0,出界,對手出界,A,,8.0,539.0,599.0,8.0,624.0,361.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally3_ball11_Clear.mp4
4,3.0,00:42:19,76177.0,1,3,A,2,長球,1.0,,1.0,4.0,764.0,323.0,1.0,9.0,484.0,623.0,,,,,9.0,740.0,317.0,8.0,639.0,550.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally4_ball3_Clear.mp4
4,7.0,00:42:22,76288.0,1,3,A,2,長球,1.0,,1.0,4.0,762.0,320.0,1.0,4.0,408.0,618.0,,,,,8.0,709.0,336.0,8.0,647.0,543.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally4_ball7_Clear.mp4
4,8.0,00:42:24,76322.0,1,3,B,3,殺球,1.0,,1.0,4.0,408.0,618.0,2.0,6.0,813.0,349.0,對手落地致勝,落地致勝,B,,6.0,470.0,604.0,8.0,674.0,339.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set3_rally4_ball8_Smash.mp4
5,4.0,00:42:44,76932.0,1,4,A,2,長球,1.0,,1.0,9.0,725.0,315.0,1.0,5.0,854.0,593.0,,,,,9.0,709.0,322.0,8.0,652.0,547.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally5_ball4_Clear.mp4
6,6.0,00:43:06,77587.0,2,4,A,2,長球,,,1.0,9.0,543.0,324.0,1.0,6.0,427.0,612.0,,,,,8.0,588.0,337.0,8.0,552.0,536.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Clear,39_set3_rally6_ball6_Clear.mp4
6,7.0,00:43:07,77624.0,2,4,B,2,殺球,1.0,,1.0,6.0,427.0,612.0,2.0,6.0,773.0,344.0,,,,,4.0,442.0,615.0,8.0,613.0,347.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set3_rally6_ball7_Smash.mp4
8,4.0,00:43:55,79051.0,3,5,B,2,殺球,,,1.0,9.0,719.0,631.0,2.0,6.0,772.0,347.0,,,,,8.0,710.0,612.0,8.0,656.0,347.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set3_rally8_ball4_Smash.mp4
8,8.0,00:43:57,79113.0,3,5,B,3,殺球,1.0,,1.0,7.0,596.0,500.0,2.0,6.0,766.0,340.0,對手落地致勝,落地致勝,B,,8.0,608.0,508.0,8.0,665.0,333.0,0,39,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,3,HSBC BWF WORLD TOUR FINALS 2020,2021,Anthony Sinisuka GINTING,LEE Zii Jia,Smash,39_set3_rally8_ball8_Smash.mp4
